,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespirationType
301_Sch_TF,Spiroplasma cantharicola,schoolfield two factor,Specific Growth Rate,-1.5458501453095441,0.8237067818238296,304.098303157,5.37343076836721,NA,304.05,299.85,306.75,6.3470173612,0.9596845400260942,-2.7323425898238707,-1.0027918445473052,2,False,7,4,301,48,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
301_Sch_O,Spiroplasma cantharicola,schoolfield,Specific Growth Rate,-1.5458511628403309,0.8237071297599224,NA,5.373426607848845,-30.9272648471,304.05,299.85,306.75,6.34701730599,0.9596845411820477,1.2676574121274449,2.8890284555146373,3,False,7,6,301,48,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
302_Sch_O,Spiroplasma cantharicola,schoolfield,Specific Growth Rate,2.0377612082356533,2.1364328517403663e-07,NA,13.916870084471734,-2.02381792029,303.05,298.25,304.75,6.40582168946,0.9995446466742393,-24.672870902694342,-24.130554618097957,1,False,6,6,302,49,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
302_Sch_OS,Spiroplasma cantharicola,schoolfield simple,Specific Growth Rate,-2.9564287417460773,1.2757334390593025,NA,5.892463911507883,NA,301.85,298.75,304.05,7.03111182316,0.9968164782779946,-17.061460722609112,-16.10266337646884,2,False,6,4,302,49,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
302_Sch_TF,Spiroplasma cantharicola,schoolfield two factor,Specific Growth Rate,-2.9564289097130456,1.2757335366024827,301.844838444,5.8924606432913045,NA,301.85,298.75,304.05,7.03111118366,0.9968164791029507,-17.061460722480174,-16.102663376339898,3,False,6,4,302,49,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
303_Sch_TF,Spiroplasma cantharicola,schoolfield two factor,Specific Growth Rate,-4.257883944621057,1.8156173309104968,311.098903823,1.8708739965734194,NA,311.05,299.15,320.05,5.08448728916,0.9996525011701396,-32.50466513304839,-31.54586778690812,1,False,6,4,303,50,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
303_Sch_O,Spiroplasma cantharicola,schoolfield,Specific Growth Rate,-2.213996206263242,1.004262452963086,NA,2.1060853857150903,-30.2459708916,304.85,298.85,311.05,4.85095742102,0.9965975736556075,-14.518323197340749,-13.976006912744364,2,False,6,6,303,50,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
303_Sch_OS,Spiroplasma cantharicola,schoolfield simple,Specific Growth Rate,-1.4023490740562483,0.6882777875371617,NA,15.430201214479329,NA,NA,NA,NA,NA,0.9480308084426254,-2.3296820546385284,-1.370884708498254,3,False,6,4,303,50,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
314_Sch_O,Spiroplasma chinense,schoolfield,Specific Growth Rate,3.699910059887941,1.8521145395133942e-08,NA,5.09505307108516,-1.0291579527,309.65,304.05,312.75,20.8916553625,0.99826133394914,-8.921544635551161,-6.365453843792311,1,False,8,6,314,61,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,chinense,True,Aerobic
314_Sch_TF,Spiroplasma chinense,schoolfield two factor,Specific Growth Rate,-0.6592218295141968,0.7938939707301077,309.089318142,4.2954840599225586,NA,309.05,304.25,312.35,21.2612294446,0.9970131170828307,-8.542098896390748,-6.144891187991568,2,False,8,4,314,61,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,chinense,True,Aerobic
314_Sch_OS,Spiroplasma chinense,schoolfield simple,Specific Growth Rate,-0.6592225023552511,0.7938941673752764,NA,4.295481211731294,NA,309.05,304.25,312.35,21.2612277006,0.9970131171052202,-8.542098895986996,-6.144891187587817,3,False,8,4,314,61,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,chinense,True,Aerobic
259_Sch_OS,Spiroplasma citri,schoolfield simple,Specific Growth Rate,-7.812267976854897,2.1811059596416644,NA,6.177056697407672,NA,304.95,302.55,306.95,4.07179300182,0.9994002028162082,-24.497626696523035,-24.450437134352534,1,False,5,4,259,6,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
259_Sch_TF,Spiroplasma citri,schoolfield two factor,Specific Growth Rate,-7.812268253633652,2.181106026533314,304.921327902,6.177056744486882,NA,304.95,302.55,306.95,4.07179301486,0.9994002027370023,-24.497626696516797,-24.450437134346295,2,False,5,4,259,6,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
260_Sch_TF,Spiroplasma citri,schoolfield two factor,Specific Growth Rate,-4.155338643559944,1.1933348200765796,308.258317689,4.322286031074487,NA,308.25,304.45,311.25,3.64689107106,1.0,-252.65865154703368,-253.72717974143424,1,False,4,4,260,7,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
260_Sch_OS,Spiroplasma citri,schoolfield simple,Specific Growth Rate,-4.115729714737956,1.1827362922962834,NA,4.479054657470911,NA,308.25,304.45,311.15,3.66754669667,0.9999942102586628,-41.64721631333602,-42.71574450773657,2,False,4,4,260,7,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
261_Sch_TF,Spiroplasma citri,schoolfield two factor,Specific Growth Rate,-5.867648661220169,2.123711177666631,334.391582384,2.1238890540882327,NA,NA,NA,NA,NA,0.9975608888546892,-16.903883908300504,-17.97241210270105,1,False,4,4,261,8,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
261_Sch_OS,Spiroplasma citri,schoolfield simple,Specific Growth Rate,-3.212827643424767,1.1401445936048433,NA,2.1673505327788227,NA,305.55,299.85,311.65,3.232732478,0.9858445282982975,-9.860035744017384,-10.92856393841793,2,False,4,4,261,8,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
263_Sch_TF,Spiroplasma citri,schoolfield two factor,Specific Growth Rate,-6.4444855674304105,2.0318505876061685,337.650709029,2.0321435327255415,NA,NA,NA,NA,NA,0.9985222020677544,-19.223268211300585,-20.29179640570113,1,False,4,4,263,10,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
263_Sch_OS,Spiroplasma citri,schoolfield simple,Specific Growth Rate,-4.783219173557966,1.4502680757152442,NA,2.1626889863211045,NA,307.85,302.05,315.05,2.83536781857,0.995443823755175,-14.688250012252368,-15.756778206652914,2,False,4,4,263,10,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
264_Sch_TF,Spiroplasma citri,schoolfield two factor,Specific Growth Rate,-8.463699010701152,2.2124121398097754,304.879212669,80.16724242532932,NA,304.85,303.75,305.15,3.61881419385,0.9996990183734309,-23.182704063387884,-24.25123225778843,1,False,4,4,264,11,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
264_Sch_OS,Spiroplasma citri,schoolfield simple,Specific Growth Rate,-5.9520639801392825,1.5809233559515818,NA,1098.5144065707752,NA,NA,NA,NA,NA,0.9690440344381853,-4.853505673850602,-5.922033868251149,2,False,4,4,264,11,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
265_Sch_TF,Spiroplasma citri,schoolfield two factor,Specific Growth Rate,-1.8203038461289207,0.7006870229069152,341.809517052,5.320011060002725,NA,NA,NA,NA,NA,0.9609191781186048,-5.3601030428817165,-6.428631237282263,1,False,4,4,265,12,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
265_Sch_OS,Spiroplasma citri,schoolfield simple,Specific Growth Rate,-1.1271545964170533,0.7006854296684633,NA,9.401030128586285e-06,NA,NA,NA,NA,NA,0.9609191380881333,-5.360103038233692,-6.428631232634239,2,False,4,4,265,12,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
266_Sch_TF,Spiroplasma citri,schoolfield two factor,Specific Growth Rate,-6.578492211153515,1.9859391659454473,305.567634183,3.313098713029019,NA,305.55,301.85,309.75,4.28350251845,1.0,-248.9476196184363,-250.01614781283686,1,False,4,4,266,13,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
266_Sch_OS,Spiroplasma citri,schoolfield simple,Specific Growth Rate,-6.245223403770895,1.8837073297406524,NA,3.5965302191221813,NA,305.35,301.85,309.05,4.27319032119,0.9999578782019986,-28.440018416363785,-29.50854661076433,2,False,4,4,266,13,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,citri,True,Aerobic
292_Sch_O,Spiroplasma clarkii,schoolfield,Specific Growth Rate,0.6497893654488764,0.20250271331990655,NA,68.04388400099208,-1.3716515648,304.35,299.15,304.85,4.07649477909,0.9988617727497453,-26.25018237033803,-25.707866085741646,1,False,6,6,292,39,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,clarkii,True,Aerobic
292_Sch_OS,Spiroplasma clarkii,schoolfield simple,Specific Growth Rate,-2.0351337758077985,0.8683900748690889,NA,11.46008122070145,NA,302.25,298.95,303.75,4.21197727345,0.9938197987433312,-20.056766262761915,-19.09796891662164,2,False,6,4,292,39,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,clarkii,True,Aerobic
292_Sch_TF,Spiroplasma clarkii,schoolfield two factor,Specific Growth Rate,-2.035133499224821,0.868389990752325,302.259215746,11.460082080119705,NA,302.25,298.95,303.75,4.21197712567,0.9938197990393145,-20.0567662627614,-19.097968916621127,3,False,6,4,292,39,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,clarkii,True,Aerobic
293_Sch_OS,Spiroplasma culicicola,schoolfield simple,Specific Growth Rate,-1.5819426311349705,0.9374053221632594,NA,3.829738695287463,NA,309.65,304.95,313.15,16.8629076114,0.9882439317483416,-0.6672864997377665,1.7299212086614126,1,False,8,4,293,40,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,culicicola,True,Aerobic
293_Sch_TF,Spiroplasma culicicola,schoolfield two factor,Specific Growth Rate,-1.5819372488956518,0.9374041227166588,309.605373904,3.8297348763922194,NA,309.65,304.95,313.15,16.86289868,0.9882439244845767,-0.667286499142536,1.7299212092566432,2,False,8,4,293,40,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,culicicola,True,Aerobic
293_Sch_O,Spiroplasma culicicola,schoolfield,Specific Growth Rate,-0.8882935762189607,0.93730888532216,NA,3.8295814793354515,-0.000223566227984,309.65,304.95,313.15,16.8629114056,0.98824399533237,3.33271366936048,5.88880446111933,3,False,8,6,293,40,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,culicicola,True,Aerobic
294_Sch_TF,Spiroplasma culicicola,schoolfield two factor,Specific Growth Rate,-2.0205841874270236,1.106805230817717,307.827797271,4.152324458155965,NA,307.85,303.75,310.95,19.392753968,0.9972632608972283,-7.028344524529874,-5.298793779253309,1,False,7,4,294,41,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,culicicola,True,Aerobic
294_Sch_OS,Spiroplasma culicicola,schoolfield simple,Specific Growth Rate,-3.4570706256560575,1.5570092552423338,NA,2.272313509763866,NA,307.95,302.45,314.95,17.367646213,0.9916217223264882,1.3840030974029203,3.1135538426794858,2,False,7,4,294,41,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,culicicola,True,Aerobic
